CUSTOMER_NUMBER,PRIMARY_GROUP_NUMBER,FREQUENT_ORDER_TYPE,FIRST_DELIVERY_DATE,ON_BOARDING_DATE,COLD_DRINK_CHANNEL,TRADE_CHANNEL,SUB_TRADE_CHANNEL,LOCAL_MARKET_PARTNER,CO2_CUSTOMER,ZIP_CODE
501734241,,SALES REP,11/22/2024,11/1/2024,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,1757
600080531,473,CALL CENTER,3/14/2016,8/27/2012,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,21664
600081853,,SALES REP,8/20/2016,8/1/1989,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,TRUE,21234
501597391,6809,SALES REP,1/26/2024,1/12/2024,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,TRUE,21555
600076571,5550,OTHER,3/7/2016,3/20/2015,EVENT,RECREATION,RECREATION FILM,TRUE,FALSE,67647
501102051,,SALES REP,8/13/2020,6/29/2020,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,2459
600261110,,SALES REP,9/12/2016,1/24/2016,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,42436
600078597,,SALES REP,8/31/2017,9/25/2007,WORKPLACE,TRAVEL,OTHER TRAVEL,TRUE,FALSE,1519
600078338,,SALES REP,9/1/2017,8/1/1981,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,TRUE,67654
501250971,5536,EDI,9/3/2021,8/23/2021,BULK TRADE,SUPERSTORE,ONLINE STORE,TRUE,FALSE,2331
501307262,,MYCOKE360,3/9/2022,12/21/2021,EVENT,RECREATION,RECREATION FILM,TRUE,TRUE,67744
501301747,,SALES REP,12/20/2021,12/2/2021,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,2345
600256693,437,SALES REP,8/22/2016,5/7/2013,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,1351
600255930,,SALES REP,10/6/2016,10/30/2012,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,TRUE,1351
600252025,,SALES REP,8/29/2016,9/10/2009,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,TRUE,67657
501484440,,SALES REP,3/1/2023,1/31/2023,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,TRUE,40144
600576848,,SALES REP,5/5/2017,8/4/2015,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,TRUE,21609
500943232,,SALES REP,6/17/2019,5/28/2019,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,TRUE,66619
501533532,,SALES REP,7/27/2023,6/27/2023,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,66543
500514836,8450,SALES REP,2/15/2018,1/19/2018,EVENT,ACTIVITIES,GAME CENTER,FALSE,FALSE,67640
500469284,,SALES REP,11/21/2017,10/19/2017,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,67063
501698549,1194,CALL CENTER,10/11/2024,8/15/2024,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,FALSE,1541
600572605,,SALES REP,5/3/2017,8/1/2014,DINING,COMPREHENSIVE DINING,FSR - MISC,FALSE,FALSE,67108
600559182,5140,SALES REP,5/22/2017,2/4/2011,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,41005
501556947,,OTHER,10/4/2023,8/29/2023,DINING,MOBILE RETAIL,MOBILE RETAIL,TRUE,FALSE,2333
501700064,,SALES REP,10/24/2024,8/20/2024,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,FALSE,66543
501693910,1194,CALL CENTER,10/10/2024,8/2/2024,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,FALSE,20695
600567372,437,SALES REP,5/16/2017,5/13/2013,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,20695
501498703,,SALES REP,7/31/2023,3/14/2023,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,TRUE,40452
501357175,,SALES REP,5/3/2022,3/7/2022,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,FALSE,67473
600555394,404,SALES REP,5/3/2017,7/27/2004,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,67108
600579586,1881,SALES REP,5/8/2017,4/12/2016,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,40452
501013491,,SALES REP,12/2/2019,10/23/2019,PUBLIC SECTOR,EDUCATION,NON-RESTAURANT EDUCATION,TRUE,FALSE,42036
600562661,5510,SALES REP,5/10/2017,12/28/2011,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,1079
501087898,,SALES REP,6/4/2020,5/18/2020,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,67505
600581641,,CALL CENTER,8/15/2018,9/21/2016,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,2344
600102866,,SALES REP,12/7/2015,12/14/2011,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,67553
501086155,340,CALL CENTER,5/26/2020,5/12/2020,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,21225
500474656,2487,OTHER,5/3/2018,11/1/2017,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,2771
600065218,1806,OTHER,5/22/2018,4/11/2012,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,FALSE,FALSE,66615
600069532,1594,OTHER,5/22/2018,4/28/2005,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,21759
600068756,437,CALL CENTER,6/5/2018,5/7/2013,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,2744
501344612,,SALES REP,11/14/2024,2/9/2022,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,FALSE,20612
500699382,,SALES REP,8/14/2018,7/3/2018,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,42131
501223672,1561,OTHER,6/21/2021,6/2/2021,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,FALSE,FALSE,1890
500266347,2827,OTHER,12/31/2018,1/11/2016,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,FALSE,FALSE,2362
600072381,,CALL CENTER,5/23/2018,10/12/2010,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,67665
600071380,,CALL CENTER,6/19/2018,6/9/1994,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,FALSE,66617
501639265,,MYCOKE360,6/11/2024,4/4/2024,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,FALSE,21077
501726137,,OTHER,12/2/2024,10/14/2024,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,TRUE,66438
500483520,340,MYCOKE LEGACY,5/14/2018,11/29/2017,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,2055
501335547,3791,EDI,2/15/2022,1/26/2022,BULK TRADE,SUPERSTORE,ONLINE STORE,TRUE,FALSE,66438
600077373,,SALES REP,5/11/2018,1/5/2010,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,TRUE,67216
600062758,1568,SALES REP,6/15/2018,8/23/2010,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,FALSE,TRUE,67416
600061101,,SALES REP,5/1/2018,7/1/1983,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,67206
501386268,437,MYCOKE360,6/10/2022,5/31/2022,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,21639
501700918,,SALES REP,8/30/2024,8/22/2024,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,TRUE,40829
501700700,,SALES REP,8/29/2024,8/22/2024,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,42022
501468888,,SALES REP,12/16/2022,12/9/2022,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,TRUE,2712
501523883,,SALES REP,6/27/2023,5/30/2023,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,21629
501249667,,SALES REP,8/26/2021,8/18/2021,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,TRUE,2081
500979748,,SALES REP,8/27/2019,8/6/2019,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,TRUE,42022
501496954,,SALES REP,3/16/2023,3/8/2023,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,TRUE,1247
501540042,,MYCOKE360,9/8/2023,7/14/2023,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,42726
500291153,,OTHER,8/21/2016,4/17/2016,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,FALSE,40577
600260692,5646,CALL CENTER,8/18/2016,10/16/2015,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,1247
600262170,,SALES REP,8/22/2016,2/22/1993,PUBLIC SECTOR,EDUCATION,NON-RESTAURANT EDUCATION,TRUE,FALSE,1581
501233536,5646,CALL CENTER,8/4/2021,7/2/2021,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,66626
600265193,340,SALES REP,8/8/2016,8/18/1998,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,2641
501584044,,SALES REP,12/5/2023,11/21/2023,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,TRUE,1227
500801380,437,SALES REP,11/2/2018,10/17/2018,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,67484
600255155,976,SALES REP,8/30/2016,3/22/2012,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,TRUE,41385
501589280,,SALES REP,1/5/2024,12/13/2023,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,40526
500786969,2048,SALES REP,11/9/2018,10/2/2018,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,42441
501637414,,SALES REP,4/17/2024,3/29/2024,GOODS,SPECIALIZED GOODS,OTHER GOODS,TRUE,FALSE,20657
600250541,929,SALES REP,2/15/2017,1/10/2008,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,FALSE,TRUE,20617
500913098,,SALES REP,4/5/2019,3/28/2019,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,TRUE,66606
600266461,,CALL CENTER,8/17/2016,7/10/2000,DINING,OTHER DINING & BEVERAGE,OTHER DINING,FALSE,TRUE,2763
501240172,340,CALL CENTER,8/2/2021,7/21/2021,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,1201
600261340,435,SALES REP,8/10/2016,2/25/2016,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,67212
500584734,,SALES REP,11/15/2018,4/17/2018,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,TRUE,21146
501531119,,MYCOKE LEGACY,8/21/2023,6/21/2023,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,21798
501600111,8984,SALES REP,2/16/2024,1/22/2024,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,40145
501536847,5566,EDI,9/18/2023,7/7/2023,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,40150
600259537,,OTHER,8/9/2016,1/30/2015,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,2134
501695690,,OTHER,9/10/2024,8/7/2024,WORKPLACE,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,TRUE,TRUE,1226
501369489,,SALES REP,5/5/2022,4/7/2022,DINING,FAST CASUAL DINING,BURGER FAST FOOD,TRUE,TRUE,21669
501535476,,SALES REP,7/19/2023,7/5/2023,DINING,FAST CASUAL DINING,ASIAN FAST FOOD,TRUE,TRUE,1089
600059810,,SALES REP,2/27/2018,3/21/2000,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,21903
600059665,,OTHER,3/5/2018,8/26/2014,PUBLIC SECTOR,PUBLIC SECTOR (NON-MILITARY),OTHER PUBLIC SECTOR,TRUE,FALSE,66952
600059817,,OTHER,3/13/2018,3/21/2000,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,67543
501365538,3791,EDI,8/23/2022,3/29/2022,BULK TRADE,SUPERSTORE,ONLINE STORE,TRUE,FALSE,66958
501070587,,SALES REP,12/23/2020,3/9/2020,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,TRUE,67543
600081260,,SALES REP,3/8/2018,3/15/2013,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,TRUE,67548
600056847,,OTHER,7/18/2018,10/10/2007,EVENT,RECREATION,OTHER RECREATION,TRUE,FALSE,1245
501507931,,OTHER,12/12/2023,4/12/2023,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,TRUE,40588
600054891,2009,SALES REP,3/1/2018,10/1/1983,DINING,FAST CASUAL DINING,BURGER FAST FOOD,TRUE,TRUE,2171
600053396,2393,MYCOKE360,3/13/2018,9/26/2012,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,40176
500287590,,OTHER,4/5/2018,6/30/2016,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,2171
500302690,,MYCOKE LEGACY,12/30/2022,10/12/2016,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,40863
501117313,4104,SALES REP,9/25/2020,8/20/2020,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,67855
501518848,,MYCOKE LEGACY,7/17/2023,5/15/2023,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,20675
600056382,,OTHER,5/9/2018,9/16/2004,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,41099
600056136,404,SALES REP,2/28/2018,4/3/2003,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,67437
500569396,,OTHER,4/18/2018,3/29/2018,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,67436
600055526,,OTHER,6/14/2018,10/17/1996,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,TRUE,42252
501564902,404,EDI,10/12/2023,9/21/2023,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,70712
600053697,,SALES REP,2/27/2018,7/2/2013,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,FALSE,40152
600055316,5479,MYCOKE360,3/2/2018,2/7/1991,WORKPLACE,GENERAL,MISC,TRUE,FALSE,42364
501499927,,SALES REP,5/10/2023,3/20/2023,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,TRUE,2050
600054624,,CALL CENTER,3/20/2018,6/24/2015,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,TRUE,20723
600057770,,SALES REP,2/28/2018,1/6/2011,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,TRUE,FALSE,40011
501462403,,MYCOKE360,2/15/2023,11/17/2022,DINING,FAST CASUAL DINING,ASIAN FAST FOOD,TRUE,FALSE,41099
600055351,,SALES REP,3/2/2018,12/11/1991,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,40152
501364497,,MYCOKE360,4/22/2022,3/25/2022,WORKPLACE,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,TRUE,TRUE,42031
501659014,1431,SALES REP,5/29/2024,5/22/2024,DINING,MOBILE RETAIL,MOBILE RETAIL,TRUE,FALSE,71024
600558210,,SALES REP,11/27/2020,6/14/2012,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,42219
501569339,4114,SALES REP,11/16/2023,10/6/2023,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,FALSE,40941
600565520,384,OTHER,3/3/2017,10/30/2012,GOODS,SPECIALIZED GOODS,OTHER GOODS,TRUE,FALSE,1116
600555530,404,SALES REP,2/27/2017,7/9/2004,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,1037
501112676,,SALES REP,9/8/2020,8/5/2020,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,FALSE,2035
501327678,,SALES REP,1/26/2022,1/13/2022,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,41669
501105550,345,SALES REP,7/27/2020,7/13/2020,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,67483
600552472,1993,CALL CENTER,3/6/2017,10/29/2008,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,20693
500810943,8462,SALES REP,11/30/2018,11/5/2018,EVENT,ACTIVITIES,GAME CENTER,FALSE,FALSE,66053
600553172,,SALES REP,3/3/2017,5/2/2005,GOODS,GENERAL RETAILER,BOOKS & OFFICE,TRUE,FALSE,2715
600565391,8474,SALES REP,2/27/2017,10/19/2012,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,FALSE,TRUE,41001
600585969,8474,SALES REP,3/2/2017,8/18/1998,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,FALSE,TRUE,1119
501542172,,SALES REP,10/18/2023,7/20/2023,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,21675
600685223,377,SALES REP,3/7/2017,7/8/2004,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,TRUE,TRUE,42715
500776606,,SALES REP,10/7/2018,9/26/2018,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,41008
501731527,4114,MYCOKE360,11/19/2024,10/30/2024,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,FALSE,2719
600576960,104,OTHER,6/23/2017,8/13/2015,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,2719
600583288,,SALES REP,7/25/2017,7/12/2002,WORKPLACE,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,TRUE,FALSE,67134
501697235,,SALES REP,8/22/2024,8/13/2024,GOODS,SPECIALIZED GOODS,OTHER GOODS,TRUE,FALSE,1602
501233773,3450,SALES REP,9/7/2021,7/6/2021,EVENT,ACTIVITIES,GAME CENTER,TRUE,FALSE,1702
501456280,,SALES REP,12/5/2022,11/3/2022,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,TRUE,40603
501180686,,SALES REP,3/4/2021,2/9/2021,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,20610
500436665,,OTHER,10/16/2017,9/1/2017,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,FALSE,21524
501210180,,OTHER,4/24/2022,4/28/2021,DINING,MOBILE RETAIL,MOBILE RETAIL,TRUE,TRUE,66546
501242761,,SALES REP,7/30/2021,7/28/2021,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,TRUE,FALSE,2122
501057663,,SALES REP,3/11/2021,2/7/2020,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,21536
501293382,,SALES REP,11/10/2021,11/2/2021,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,TRUE,20616
501073933,5267,SALES REP,9/3/2021,3/18/2020,EVENT,ACTIVITIES,GAME CENTER,FALSE,FALSE,20616
501137747,,SALES REP,11/23/2020,10/16/2020,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,1982
501578803,,SALES REP,11/17/2023,11/1/2023,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,67073
501700294,,OTHER,9/13/2024,8/21/2024,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,TRUE,FALSE,1860
501421182,,SALES REP,7/7/2023,8/22/2022,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,66946
501327123,,SALES REP,1/25/2022,1/12/2022,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,42033
501363411,,SALES REP,4/27/2022,3/22/2022,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,FALSE,21793
501632510,,SALES REP,4/5/2024,3/13/2024,GOODS,SPECIALIZED GOODS,OTHER GOODS,TRUE,FALSE,67521
600076266,2239,SALES REP,3/1/2016,7/12/2004,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,FALSE,FALSE,70784
500890845,,SALES REP,3/14/2019,3/6/2019,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,66757
500247091,,SALES REP,3/7/2016,11/9/2015,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,2191
600076635,,SALES REP,8/30/2016,8/1/1990,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,67647
501637453,,SALES REP,4/4/2024,3/29/2024,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,TRUE,21074
501495192,,MYCOKE360,5/24/2023,3/3/2023,WORKPLACE,INDUSTRIAL,OTHER INDUSTRIAL,TRUE,FALSE,67744
501403341,,SALES REP,9/15/2022,6/30/2022,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,TRUE,42207
501679340,,SALES REP,7/15/2024,7/6/2024,DINING,FAST CASUAL DINING,SANDWICH FAST FOOD,TRUE,TRUE,67654
600078643,,SALES REP,8/30/2017,2/6/2009,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,2534
501148794,,SALES REP,1/20/2021,11/27/2020,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,TRUE,2659
501536053,,MYCOKE LEGACY,12/8/2023,7/6/2023,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,FALSE,67561
500854599,,OTHER,5/9/2019,2/5/2019,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,40988
501244922,,SALES REP,9/30/2021,8/4/2021,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,2196
501249684,,SALES REP,9/8/2021,8/18/2021,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,21504
500397672,1006,OTHER,5/25/2017,5/18/2017,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,42207
501367162,,MYCOKE360,4/13/2022,3/30/2022,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,21071
600254584,406,OTHER,10/19/2016,6/10/2011,DINING,FAST CASUAL DINING,OTHER FAST FOOD,FALSE,FALSE,2346
600256628,437,MYCOKE360,9/21/2016,4/24/2013,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,67732
501293138,,SALES REP,12/1/2021,11/2/2021,PUBLIC SECTOR,ACTIVITIES,FRATERNITY,TRUE,TRUE,66407
500961256,,OTHER,7/11/2019,7/1/2019,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,TRUE,FALSE,66962
501243172,1006,EDI,9/17/2021,7/28/2021,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,40371
600084427,2343,SALES REP,12/4/2015,10/26/2012,EVENT,RECREATION,RECREATION FILM,TRUE,TRUE,2648
501019581,5232,MYCOKE360,11/26/2019,11/8/2019,EVENT,RECREATION,RECREATION FILM,TRUE,FALSE,67669
501564720,3206,SALES REP,11/14/2023,9/21/2023,EVENT,RECREATION,RECREATION ARENA,TRUE,FALSE,66112
600552293,374,SALES REP,5/3/2017,11/10/2008,WORKPLACE,TRAVEL,CRUISE,TRUE,FALSE,1960
500434193,,SALES REP,9/22/2017,8/24/2017,DINING,MOBILE RETAIL,MOBILE RETAIL,TRUE,TRUE,66605
501466581,,SALES REP,1/11/2023,12/1/2022,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,66543
501227288,,SALES REP,12/21/2021,6/15/2021,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,67337
600574084,,CALL CENTER,5/23/2017,12/4/2014,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,40452
600574176,,OTHER,8/17/2017,12/16/2014,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,1471
600579198,,SALES REP,5/15/2017,3/13/2016,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,FALSE,21530
501238178,,MYCOKE360,7/30/2021,7/19/2021,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,1002
600577423,,SALES REP,7/8/2024,9/24/2015,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,2764
600554637,1194,SALES REP,6/7/2017,11/5/2009,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,FALSE,66933
600579511,351,SALES REP,5/3/2017,4/4/2016,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,FALSE,FALSE,21117
500419000,,SALES REP,4/22/2019,7/14/2017,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,FALSE,20637
600555393,404,SALES REP,5/2/2017,7/27/2004,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,67505
500330369,5510,SALES REP,5/3/2017,1/20/2017,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,1036
501296783,,SALES REP,12/13/2021,11/15/2021,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,TRUE,1541
600575131,,SALES REP,6/15/2017,3/24/2015,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,FALSE,42023
600551410,340,SALES REP,5/9/2017,9/29/2005,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,2142
501199375,409,SALES REP,4/9/2021,3/23/2021,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,TRUE,FALSE,2066
600555567,404,SALES REP,5/11/2017,7/9/2004,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,66071
500974960,4474,SALES REP,9/20/2019,7/24/2019,DINING,FAST CASUAL DINING,ASIAN FAST FOOD,TRUE,TRUE,40508
500620759,,SALES REP,5/22/2018,5/16/2018,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,42377
600065930,404,SALES REP,5/1/2018,4/8/2003,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,21759
500272408,435,SALES REP,5/3/2018,3/9/2016,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,21727
600068225,,OTHER,5/16/2018,3/20/2015,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,1506
600066533,1084,OTHER,5/8/2018,7/16/2008,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,2163
501415252,2075,MYCOKE360,8/11/2022,8/2/2022,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,2211
